INFO: Waiting for solution ...
INFO: Algorithm took 0.059 seconds.
INFO: Step 001 - from (2, 2) to (2, 0) ; cost 2
INFO: Step 898 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 899 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 900 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 901 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 902 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 903 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 904 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 905 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 906 - from (4, 4) to (4, 6) ; cost 2
INFO: Step 907 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 908 - from (4, 6) to (5, 6) ; cost 1
INFO: Step 909 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 910 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 911 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 912 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 913 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 914 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 915 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 916 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 917 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 918 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 919 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 920 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 921 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 922 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 923 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 924 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 925 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 926 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 927 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 928 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 929 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 930 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 931 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 932 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 933 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 934 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 935 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 936 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 937 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 938 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 939 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 940 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 941 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 942 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 943 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 944 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 945 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 946 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 947 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 948 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 949 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 950 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 951 - from (0, 1) to (0, 0) ; cost 1
INFO: Step 952 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 953 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 954 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 955 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 956 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 957 - from (0, 0) to (0, 2) ; cost 2
INFO: Step 958 - from (0, 2) to (0, 0) ; cost 2
INFO: Step 959 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 960 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 961 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 962 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 963 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 964 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 965 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 966 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 967 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 968 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 969 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 970 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 971 - from (0, 5) to (0, 1) ; cost 4
INFO: Step 972 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 973 - from (0, 1) to (0, 0) ; cost 1
INFO: Step 974 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 975 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 976 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 977 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 978 - from (5, 0) to (5, 2) ; cost 2
INFO: Step 979 - from (5, 2) to (5, 0) ; cost 2
INFO: Step 980 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 981 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 982 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 983 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 984 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 985 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 986 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 987 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 988 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 989 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 990 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 991 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 992 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 993 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 994 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 995 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 996 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 997 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 998 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 999 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1000 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1001 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1002 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1003 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1004 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1005 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1006 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1007 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1008 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1009 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1010 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1011 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1012 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1013 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1014 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1015 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1016 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1017 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1018 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1019 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1020 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1021 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1022 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1023 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1024 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1025 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1026 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1027 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1028 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1029 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1030 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1031 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1032 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1033 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1034 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1035 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1036 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1037 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1038 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1039 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1040 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1041 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1042 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1043 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1044 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1045 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1046 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1047 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1048 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1049 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1050 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1051 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1052 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1053 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1054 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 1055 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1056 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1057 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1058 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1059 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1060 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1061 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1062 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1063 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1064 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1065 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1066 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1067 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1068 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1069 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1070 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1071 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1072 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1073 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1074 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1075 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1076 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1077 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1078 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1079 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1080 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1081 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1082 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1083 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1084 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1085 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1086 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1087 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1088 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1089 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1090 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1091 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1092 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1093 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1094 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1095 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1096 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1097 - from (0, 1) to (0, 0) ; cost 1
INFO: Step 1098 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1099 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1100 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1101 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1102 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1103 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1104 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1105 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1106 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1107 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1108 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1109 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1110 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1111 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1112 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1113 - from (0, 5) to (0, 1) ; cost 4
INFO: Step 1114 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1115 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1116 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1117 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1118 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1119 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1120 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1121 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1122 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1123 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1124 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1125 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1126 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1127 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1128 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1129 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1130 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1131 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1132 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1133 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1134 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1135 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1136 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1137 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1138 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1139 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1140 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1141 - from (4, 6) to (5, 6) ; cost 1
INFO: Step 1142 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1143 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1144 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1145 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1146 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1147 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1148 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1149 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1150 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1151 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1152 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1153 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1154 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1155 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1156 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1157 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1158 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1159 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1160 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1161 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1162 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1163 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1164 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1165 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1166 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1167 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1168 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1169 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1170 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1171 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1172 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1173 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1174 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1175 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1176 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1177 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1178 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1179 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1180 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1181 - from (0, 5) to (0, 1) ; cost 4
INFO: Step 1182 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1183 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1184 - from (0, 1) to (0, 0) ; cost 1
INFO: Step 1185 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1186 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1187 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1188 - from (5, 3) to (1, 3) ; cost 4
INFO: Step 1189 - from (1, 3) to (1, 6) ; cost 3
INFO: Step 1190 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1191 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1192 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1193 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1194 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1195 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1196 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1197 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 1198 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1199 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1200 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1201 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1202 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1203 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1204 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1205 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1206 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1207 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1208 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1209 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1210 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1211 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1212 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1213 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1214 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1215 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1216 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1217 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1218 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1219 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1220 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1221 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1222 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1223 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1224 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1225 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1226 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1227 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1228 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1229 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1230 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1231 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1232 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1233 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1234 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1235 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1236 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1237 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1238 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1239 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1240 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1241 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 1242 - from (5, 1) to (5, 0) ; cost 1
INFO: Step 1243 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1244 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1245 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1246 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1247 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1248 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1249 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1250 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1251 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1252 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1253 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1254 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1255 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1256 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1257 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1258 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1259 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1260 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1261 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1262 - from (4, 6) to (1, 6) ; cost 3
INFO: Step 1263 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1264 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1265 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1266 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 1267 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1268 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1269 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1270 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1271 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1272 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1273 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1274 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1275 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1276 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1277 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1278 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1279 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 1280 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1281 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1282 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1283 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 1284 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1285 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1286 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1287 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1288 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1289 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1290 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1291 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1292 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1293 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1294 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1295 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1296 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1297 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1298 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1299 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1300 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1301 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1302 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1303 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1304 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1305 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1306 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1307 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1308 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1309 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1310 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1311 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1312 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1313 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1314 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1315 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1316 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1317 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1318 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 1319 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1320 - from (0, 6) to (0, 5) ; cost 1
INFO: Step 1321 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 1322 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 1323 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 1324 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1325 - from (4, 4) to (4, 6) ; cost 2
INFO: Step 1326 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1327 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 1328 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1329 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1330 - from (0, 0) to (0, 2) ; cost 2
INFO: Step 1331 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1332 - from (0, 2) to (0, 6) ; cost 4
INFO: Step 1333 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1334 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1335 - from (5, 3) to (5, 0) ; cost 3
