INFO: Waiting for solution ...
INFO: Algorithm took 0.059 seconds.
INFO: Step 001 - from (2, 2) to (2, 0) ; cost 2
INFO: Step 2206 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2207 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2208 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2209 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2210 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 2211 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2212 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 2213 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2214 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2215 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2216 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2217 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2218 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 2219 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2220 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2221 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2222 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2223 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2224 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2225 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2226 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2227 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2228 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2229 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 2230 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2231 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2232 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2233 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2234 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2235 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2236 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2237 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2238 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2239 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2240 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2241 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 2242 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2243 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 2244 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2245 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2246 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2247 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2248 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2249 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 2250 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2251 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2252 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2253 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 2254 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2255 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2256 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2257 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2258 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2259 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2260 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2261 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2262 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2263 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2264 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 2265 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 2266 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2267 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2268 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2269 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2270 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2271 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 2272 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2273 - from (1, 0) to (0, 0) ; cost 1
INFO: Step 2274 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2275 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2276 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2277 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2278 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2279 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2280 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2281 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2282 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2283 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2284 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2285 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 2286 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2287 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2288 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 2289 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 2290 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2291 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 2292 - from (1, 6) to (4, 6) ; cost 3
INFO: Step 2293 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 2294 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 2295 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 2296 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2297 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2298 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2299 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2300 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2301 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2302 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2303 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2304 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 2305 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2306 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2307 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2308 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2309 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2310 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2311 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2312 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2313 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2314 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2315 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2316 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2317 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2318 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2319 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2320 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2321 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2322 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2323 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2324 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2325 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2326 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 2327 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2328 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2329 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2330 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 2331 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2332 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2333 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2334 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 2335 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2336 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2337 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 2338 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2339 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2340 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2341 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2342 - from (5, 1) to (5, 0) ; cost 1
INFO: Step 2343 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2344 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2345 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2346 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2347 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2348 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2349 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2350 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2351 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 2352 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2353 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2354 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2355 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 2356 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2357 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2358 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2359 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2360 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2361 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2362 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2363 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2364 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2365 - from (0, 3) to (0, 5) ; cost 2
INFO: Step 2366 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2367 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2368 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2369 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2370 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2371 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 2372 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2373 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2374 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2375 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2376 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2377 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2378 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2379 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2380 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2381 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2382 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2383 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2384 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2385 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2386 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2387 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2388 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 2389 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2390 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 2391 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2392 - from (5, 1) to (5, 0) ; cost 1
INFO: Step 2393 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2394 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2395 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2396 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2397 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2398 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2399 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2400 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2401 - from (0, 3) to (0, 5) ; cost 2
INFO: Step 2402 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2403 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2404 - from (0, 5) to (4, 5) ; cost 4
INFO: Step 2405 - from (4, 5) to (0, 5) ; cost 4
INFO: Step 2406 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 2407 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2408 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2409 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2410 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2411 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2412 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2413 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2414 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2415 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2416 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2417 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2418 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2419 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2420 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2421 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2422 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 2423 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2424 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2425 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2426 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 2427 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2428 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2429 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2430 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2431 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2432 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2433 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 2434 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2435 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 2436 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 2437 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 2438 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2439 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2440 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 2441 - from (1, 6) to (0, 6) ; cost 1
INFO: Step 2442 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2443 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2444 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2445 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2446 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2447 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2448 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 2449 - from (0, 6) to (0, 5) ; cost 1
INFO: Step 2450 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2451 - from (0, 4) to (0, 6) ; cost 2
INFO: Step 2452 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2453 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2454 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2455 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2456 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2457 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2458 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2459 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2460 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2461 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2462 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 2463 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 2464 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 2465 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2466 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2467 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2468 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2469 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2470 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 2471 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2472 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2473 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2474 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 2475 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2476 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2477 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2478 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2479 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2480 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 2481 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2482 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 2483 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2484 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 2485 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2486 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2487 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2488 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 2489 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2490 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2491 - from (5, 0) to (5, 2) ; cost 2
INFO: Step 2492 - from (5, 2) to (5, 0) ; cost 2
INFO: Step 2493 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2494 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2495 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2496 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2497 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2498 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2499 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2500 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2501 - from (0, 0) to (0, 2) ; cost 2
INFO: Step 2502 - from (0, 2) to (2, 2) ; cost 2
INFO: Step 2503 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 2504 - from (2, 2) to (2, 0) ; cost 2
INFO: Step 2505 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2506 - from (2, 0) to (2, 6) ; cost 6
INFO: Step 2507 - from (0, 3) to (0, 6) ; cost 3
INFO: Path length is 2507 steps.
INFO: Path cost is 10437 units.
